,series_id,night,onset,wakeup,sleeping_hours
1317,449766346eb1,16,22,8,10.45
1318,449766346eb1,17,1,6,5.18
1319,449766346eb1,18,3,6,3.55
1320,449766346eb1,19,0,6,6.58
1321,449766346eb1,20,23,6,7.4
1322,449766346eb1,21,0,8,8.5
1323,449766346eb1,22,4,9,5.07
1324,449766346eb1,23,21,8,11.05
1325,44a41bba1ee7,1,2,11,9.53
1326,44a41bba1ee7,2,0,9,9.38
1327,44a41bba1ee7,4,3,12,9.6
1328,44a41bba1ee7,5,6,11,5.62
1329,44a41bba1ee7,6,6,12,6.38
1330,44a41bba1ee7,7,2,9,7.72
1331,44a41bba1ee7,8,2,10,8.6
1332,44a41bba1ee7,9,3,13,10.33
1333,44a41bba1ee7,12,19,6,11.38
1334,44a41bba1ee7,13,0,8,8.0
1335,44a41bba1ee7,15,19,6,11.32
1336,44d8c02b369e,2,0,11,11.07
1337,44d8c02b369e,12,1,8,7.2
1338,44d8c02b369e,13,3,8,5.07
1339,44d8c02b369e,15,0,8,8.12
1340,44d8c02b369e,16,3,8,5.72
1341,44d8c02b369e,17,0,8,8.7
1342,44d8c02b369e,18,0,9,9.23
1343,44d8c02b369e,19,23,9,10.08
1344,44d8c02b369e,20,1,10,9.03
1345,44d8c02b369e,21,3,10,7.2
1346,44d8c02b369e,22,3,9,6.15
1347,44d8c02b369e,23,5,10,5.02
1348,44d8c02b369e,24,0,10,10.77
1349,4743bdde25df,2,23,7,8.3
1350,4743bdde25df,3,23,7,8.37
1351,4743bdde25df,4,1,6,5.33
1352,4743bdde25df,5,22,8,10.18
1353,4743bdde25df,6,0,8,8.68
1354,4743bdde25df,7,0,5,5.32
1355,4743bdde25df,8,2,9,7.1
1356,4743bdde25df,9,1,8,7.4
1357,4743bdde25df,10,3,8,5.28
1358,4743bdde25df,11,2,9,7.07
1359,4743bdde25df,12,1,11,10.1
1360,4743bdde25df,13,1,9,8.13
1361,4743bdde25df,15,1,7,6.17
1362,4743bdde25df,16,22,7,9.32
1363,4743bdde25df,17,3,10,7.38
1364,4743bdde25df,18,0,7,7.05
1365,4743bdde25df,19,2,13,11.35
1366,4743bdde25df,20,3,12,9.4
1367,4743bdde25df,21,4,7,3.55
1368,4743bdde25df,22,22,4,6.53
1369,4743bdde25df,23,23,5,6.18
1370,483d6545417f,1,21,5,8.12
1371,483d6545417f,2,22,6,8.18
1372,483d6545417f,3,20,6,10.5
1373,483d6545417f,4,21,6,9.18
1374,483d6545417f,5,21,6,9.85
1375,483d6545417f,6,21,6,9.38
1376,483d6545417f,7,21,6,9.22
1377,483d6545417f,8,22,6,8.03
1378,483d6545417f,9,21,6,9.32
1379,483d6545417f,10,21,6,9.38
1380,483d6545417f,11,22,9,11.73
1381,483d6545417f,12,22,7,9.8
1382,483d6545417f,13,22,7,9.25
1383,483d6545417f,14,22,0,2.72
1384,483d6545417f,15,21,6,9.25
1385,483d6545417f,16,21,6,9.07
1386,483d6545417f,17,21,1,4.35
1387,4a31811f3558,2,20,6,10.07
1388,4a31811f3558,3,20,6,10.37
1389,4a31811f3558,4,21,6,9.12
1390,4a31811f3558,5,21,7,10.07
1391,4a31811f3558,6,20,7,11.63
1392,4a31811f3558,7,19,6,11.2
1393,4a31811f3558,9,21,5,8.55
1394,4a31811f3558,10,20,7,11.58
1395,4a31811f3558,11,22,3,5.3
1396,4a31811f3558,12,21,7,10.3
1397,4a31811f3558,13,21,6,9.57
1398,4a31811f3558,14,21,7,10.0
1399,4a31811f3558,15,22,7,9.5
1400,4a31811f3558,16,1,7,6.47
1401,4a31811f3558,17,21,6,9.35
1402,4a31811f3558,18,22,7,9.13
1403,4a31811f3558,19,22,6,8.6
1404,4a31811f3558,20,20,7,11.78
1405,4a31811f3558,21,21,6,9.62
1406,4a31811f3558,22,21,3,6.35
1407,4a31811f3558,23,21,6,9.55
1408,4a31811f3558,24,20,6,10.38
1409,4a31811f3558,25,21,6,9.63
1410,4a31811f3558,26,23,6,7.08
1411,4a31811f3558,27,21,7,10.22
1412,4a31811f3558,28,21,6,9.07
1413,4a31811f3558,29,20,6,10.13
1414,4a31811f3558,30,0,6,6.37
1415,4ab54be1a403,1,1,10,9.63
1416,4ab54be1a403,2,0,8,8.62
1417,4ab54be1a403,3,0,8,8.4
1418,4ab54be1a403,4,3,9,6.28
1419,4ab54be1a403,5,23,10,11.83
1420,4ab54be1a403,6,1,5,4.12
1421,4ab54be1a403,7,22,10,12.17
1422,4ab54be1a403,8,0,5,5.02
1423,4ab54be1a403,9,22,10,12.6
1424,4ab54be1a403,10,2,8,6.17
1425,4ab54be1a403,11,2,11,9.52
1426,4ab54be1a403,12,3,10,7.22
1427,4ab54be1a403,13,0,12,12.32
1428,4ab54be1a403,14,1,10,9.47
1429,4ab54be1a403,15,5,9,4.38
1430,4ab54be1a403,16,4,12,8.5
1431,4ab54be1a403,17,7,12,5.37
1432,4ab54be1a403,18,2,9,7.1
1433,4ab54be1a403,19,1,6,5.68
1434,4ab54be1a403,20,3,8,5.45
1435,4ab54be1a403,22,1,7,6.72
1436,4ab54be1a403,23,23,7,8.15
1437,4ab54be1a403,24,0,11,11.05
1438,4ac356361be9,1,18,6,12.38
1439,4ac356361be9,2,0,6,6.03
1440,4ac356361be9,3,21,6,9.02
1441,4ac356361be9,4,23,4,5.12
1442,4ac356361be9,5,18,6,12.13
1443,4ac356361be9,6,22,5,7.17
1444,4ac356361be9,7,20,6,10.37
1445,4ac356361be9,8,22,7,9.43
1446,4ac356361be9,9,21,6,9.23
1447,4ac356361be9,10,18,6,12.25
1448,4ac356361be9,11,1,7,6.03
1449,4ac356361be9,12,19,6,11.82
1450,4ac356361be9,13,18,4,10.12
1451,4ac356361be9,16,23,5,6.25
1452,4ac356361be9,17,22,5,7.32
1453,4ac356361be9,18,18,6,12.72
1454,4ac356361be9,19,17,2,9.22
1455,4ac356361be9,20,20,5,9.22
1456,4b45c36f8f5a,2,0,8,8.43
1457,4b45c36f8f5a,3,23,8,9.75
1458,4b45c36f8f5a,4,21,6,9.25
1459,4b45c36f8f5a,5,21,6,9.82
1460,4b45c36f8f5a,6,20,6,10.12
1461,4b45c36f8f5a,7,21,6,9.62
1462,4b45c36f8f5a,8,21,5,8.63
1463,4b45c36f8f5a,9,0,8,8.7
1464,4b45c36f8f5a,10,21,8,11.15
1465,4b45c36f8f5a,11,20,5,9.62
1466,4b45c36f8f5a,12,20,6,10.05
1467,4b45c36f8f5a,13,22,6,8.2
1468,4b45c36f8f5a,14,20,5,9.38
1469,4b45c36f8f5a,15,19,3,8.75
1470,4b45c36f8f5a,16,0,8,8.85
1471,4b45c36f8f5a,17,23,9,10.5
1472,4b45c36f8f5a,18,20,6,10.25
1473,4b45c36f8f5a,19,21,6,9.42
1474,4b45c36f8f5a,20,20,6,10.0
1475,4b45c36f8f5a,21,20,6,10.13
1476,4feda0596965,3,21,6,9.02
1477,4feda0596965,4,21,6,9.55
1478,4feda0596965,5,20,5,9.78
1479,4feda0596965,6,23,6,7.55
1480,4feda0596965,7,21,6,9.32
1481,4feda0596965,8,0,4,4.92
1482,4feda0596965,14,0,4,4.92
1483,4feda0596965,17,21,6,9.23
1484,4feda0596965,18,21,7,10.13
1485,4feda0596965,19,0,4,4.92
1486,4feda0596965,21,0,4,4.87
1487,4feda0596965,24,21,0,3.65
1488,4feda0596965,33,0,6,6.23
1489,4feda0596965,34,21,6,9.33
1490,4feda0596965,35,23,7,8.02
1491,519ae2d858b0,1,22,7,9.23
1492,519ae2d858b0,2,22,7,9.48
1493,519ae2d858b0,3,22,7,9.23
1494,519ae2d858b0,9,23,8,9.73
1495,519ae2d858b0,18,0,8,8.48
1496,519ae2d858b0,19,23,11,12.37
1497,519ae2d858b0,22,21,7,10.58
1498,51b23d177971,1,1,11,10.58
1499,51b23d177971,2,1,10,9.13
1500,51b23d177971,3,6,10,4.07
1501,51b23d177971,4,23,10,11.68
1502,51b23d177971,5,4,11,7.55
1503,51b23d177971,7,23,7,8.32
1504,51b23d177971,8,23,7,8.08
1505,51b23d177971,9,23,7,8.43
1506,51b23d177971,10,0,8,8.53
1507,51b23d177971,11,1,8,7.75
1508,51b23d177971,12,23,7,8.17
1509,51b23d177971,13,0,7,7.3
1510,51b23d177971,14,21,6,9.05
1511,51b23d177971,15,22,6,8.5
1512,51b23d177971,16,22,6,8.18
1513,51b23d177971,17,1,8,7.08
1514,51b23d177971,18,23,9,10.43
1515,51b23d177971,19,23,7,8.35
1516,51b23d177971,20,23,6,7.53
1517,51b23d177971,21,21,6,9.1
1518,51b23d177971,22,1,6,5.78
1519,51b23d177971,23,23,9,10.35
1520,51b23d177971,24,0,8,8.6
1521,51b23d177971,25,23,8,9.08
1522,51b23d177971,26,23,7,8.18
1523,51b23d177971,27,23,7,8.23
1524,51b23d177971,28,23,7,8.2
1525,51b23d177971,29,23,7,8.18
1526,51b23d177971,30,23,7,8.08
1527,51c49c540b4e,1,0,7,7.1
1528,51c49c540b4e,3,2,10,8.53
1529,51c49c540b4e,5,0,6,6.0
1530,51c49c540b4e,6,22,6,8.13
1531,51c49c540b4e,7,22,6,8.0
1532,51c49c540b4e,8,1,6,5.5
1533,51c49c540b4e,9,1,6,5.72
1534,51c49c540b4e,10,23,11,12.25
1535,51c49c540b4e,11,2,11,9.15
1536,51c49c540b4e,12,0,10,10.68
1537,51c49c540b4e,13,23,9,10.25
1538,51c49c540b4e,14,2,11,9.35
1539,51c49c540b4e,18,1,10,9.17
1540,51c49c540b4e,19,0,6,6.38
1541,51c49c540b4e,20,0,7,7.43
1542,51c49c540b4e,22,23,6,7.45
1543,51fdcc8d9fe7,1,21,6,9.17
1544,51fdcc8d9fe7,2,20,6,10.17
1545,51fdcc8d9fe7,4,22,6,8.28
1546,51fdcc8d9fe7,5,21,7,10.0
1547,51fdcc8d9fe7,6,20,6,10.37
1548,51fdcc8d9fe7,7,20,6,10.0
1549,51fdcc8d9fe7,8,20,6,10.77
1550,51fdcc8d9fe7,9,21,6,9.05
1551,51fdcc8d9fe7,10,20,6,10.2
1552,51fdcc8d9fe7,11,22,6,8.02
1553,51fdcc8d9fe7,12,21,6,9.45
1554,51fdcc8d9fe7,15,21,6,9.73
1555,51fdcc8d9fe7,16,3,6,3.47
1556,51fdcc8d9fe7,17,21,7,10.52
1557,51fdcc8d9fe7,19,22,6,8.68
1558,51fdcc8d9fe7,20,20,6,10.25
1559,51fdcc8d9fe7,21,21,6,9.03
1560,559ffb7c166a,1,21,6,9.3
1561,559ffb7c166a,2,21,6,9.12
1562,559ffb7c166a,3,21,7,10.62
1563,559ffb7c166a,4,23,7,8.12
1564,559ffb7c166a,5,22,7,9.0
1565,559ffb7c166a,7,22,7,9.13
1566,559ffb7c166a,8,20,6,10.07
1567,559ffb7c166a,9,21,6,9.13
1568,559ffb7c166a,10,0,7,7.07
1569,559ffb7c166a,11,22,7,9.08
1570,559ffb7c166a,12,21,6,9.33
1571,559ffb7c166a,13,21,3,6.5
1572,559ffb7c166a,14,22,7,9.02
1573,559ffb7c166a,15,22,6,8.42
1574,559ffb7c166a,16,21,7,10.55
1575,559ffb7c166a,17,22,7,9.28
1576,559ffb7c166a,18,1,9,8.25
1577,559ffb7c166a,19,0,7,7.02
1578,559ffb7c166a,21,23,7,8.3
1579,559ffb7c166a,22,22,6,8.5
1580,559ffb7c166a,23,21,6,9.32
1581,55a47ff9dc8a,1,19,7,12.38
1582,55a47ff9dc8a,2,23,7,8.38
1583,55a47ff9dc8a,3,20,7,11.25
1584,55a47ff9dc8a,4,21,7,10.05
1585,55a47ff9dc8a,5,21,7,10.03
1586,55a47ff9dc8a,6,20,6,10.13
1587,55a47ff9dc8a,7,20,6,10.4
1588,55a47ff9dc8a,8,20,6,10.57
1589,55a47ff9dc8a,9,21,5,8.18
1590,55a47ff9dc8a,10,21,6,9.17
1591,55a47ff9dc8a,11,21,7,10.32
1592,55a47ff9dc8a,12,21,7,10.27
1593,55a47ff9dc8a,13,21,7,10.65
1594,55a47ff9dc8a,14,21,7,10.22
1595,55a47ff9dc8a,15,22,3,5.13
1596,55a47ff9dc8a,16,1,7,6.77
1597,55a47ff9dc8a,17,20,7,11.47
1598,55a47ff9dc8a,18,20,7,11.37
1599,55a47ff9dc8a,19,21,7,10.45
1600,55a47ff9dc8a,20,20,7,11.2
1601,55a47ff9dc8a,21,21,6,9.5
1602,55a47ff9dc8a,22,21,7,10.13
1603,55a47ff9dc8a,23,21,6,9.08
1604,55b7f5c99930,1,20,6,10.62
1605,55b7f5c99930,2,23,6,7.42
1606,55b7f5c99930,3,23,6,7.82
1607,55b7f5c99930,5,22,7,9.5
1608,55b7f5c99930,8,21,6,9.73
1609,55b7f5c99930,10,21,7,10.18
1610,55b7f5c99930,11,22,7,9.5
1611,55b7f5c99930,12,23,7,8.85
1612,55b7f5c99930,13,22,7,9.07
1613,55b7f5c99930,14,18,5,11.08
1614,55b7f5c99930,15,21,6,9.42
1615,55b7f5c99930,16,21,3,6.85
1616,55b7f5c99930,17,23,8,9.37
1617,55b7f5c99930,18,21,7,10.43
1618,55b7f5c99930,19,23,7,8.18
1619,55b7f5c99930,20,22,7,9.2
1620,55b7f5c99930,21,21,6,9.15
1621,55b7f5c99930,23,22,7,9.02
1622,55b7f5c99930,24,20,6,10.07
1623,55b7f5c99930,25,23,8,9.08
1624,55b7f5c99930,26,22,7,9.45
1625,55b7f5c99930,32,21,7,10.63
1626,599ca4ed791b,1,19,6,11.27
1627,599ca4ed791b,3,19,4,9.03
1628,599ca4ed791b,5,20,7,11.2
1629,599ca4ed791b,7,19,7,12.75
1630,599ca4ed791b,8,19,7,12.6
1631,599ca4ed791b,9,23,6,7.83
1632,599ca4ed791b,10,22,7,9.08
1633,599ca4ed791b,11,21,7,10.25
1634,599ca4ed791b,12,19,6,11.18
1635,599ca4ed791b,13,19,6,11.18
1636,599ca4ed791b,14,21,6,9.68
1637,599ca4ed791b,15,20,5,9.1
1638,599ca4ed791b,16,20,5,9.27
1639,599ca4ed791b,17,23,6,7.28
1640,599ca4ed791b,18,21,6,9.28
1641,599ca4ed791b,19,19,5,10.1
1642,599ca4ed791b,20,21,8,11.18
1643,599ca4ed791b,21,22,6,8.63
1644,599ca4ed791b,22,21,6,9.43
1645,599ca4ed791b,23,21,7,10.65
1646,599ca4ed791b,24,21,7,10.05
1647,599ca4ed791b,25,22,6,8.42
1648,599ca4ed791b,26,19,6,11.12
1649,599ca4ed791b,27,19,6,11.13
1650,599ca4ed791b,28,21,7,10.07
1651,599ca4ed791b,29,20,6,10.58
1652,599ca4ed791b,30,4,7,3.37
1653,599ca4ed791b,31,21,7,10.42
1654,599ca4ed791b,32,18,7,13.02
1655,599ca4ed791b,33,20,6,10.53
1656,5aad18e7ce64,1,21,6,9.45
1657,5acc9d63b5fd,1,23,11,12.22
1658,5acc9d63b5fd,2,23,8,9.65
1659,5acc9d63b5fd,3,23,9,10.18
1660,5acc9d63b5fd,4,22,6,8.63
1661,5acc9d63b5fd,5,0,7,7.07
1662,5acc9d63b5fd,6,23,7,8.55
1663,5acc9d63b5fd,7,23,7,8.42
1664,5acc9d63b5fd,8,23,7,8.02
1665,5acc9d63b5fd,9,0,8,8.28
1666,5acc9d63b5fd,10,23,11,12.18
1667,5acc9d63b5fd,11,23,7,8.08
1668,5acc9d63b5fd,12,23,7,8.12
1669,5acc9d63b5fd,13,22,7,9.2
1670,5acc9d63b5fd,14,23,8,9.05
1671,5acc9d63b5fd,15,0,10,10.27
1672,5acc9d63b5fd,16,1,8,7.77
1673,5acc9d63b5fd,17,16,9,17.45
1674,5acc9d63b5fd,18,0,7,7.08
1675,5acc9d63b5fd,19,23,6,7.33
1676,5acc9d63b5fd,20,23,7,8.0
1677,5acc9d63b5fd,21,22,7,9.18
1678,5acc9d63b5fd,22,22,6,8.28
1679,5acc9d63b5fd,23,22,10,12.07
1680,5acc9d63b5fd,24,1,6,5.5
1681,5c088d7e916c,1,22,7,9.27
1682,5c088d7e916c,2,23,7,8.37
1683,5c088d7e916c,4,23,8,9.22
1684,5c088d7e916c,5,22,7,9.8
1685,5c088d7e916c,6,23,8,9.58
1686,5c088d7e916c,7,22,7,9.05
1687,5c088d7e916c,8,21,7,10.08
1688,5c088d7e916c,11,22,8,10.05
1689,5c088d7e916c,12,21,7,10.2
1690,5c088d7e916c,13,21,7,10.3
1691,5c088d7e916c,14,22,7,9.33
1692,5c088d7e916c,15,23,7,8.23
1693,5c088d7e916c,16,22,6,8.67
1694,5c088d7e916c,17,22,9,11.32
1695,5c088d7e916c,18,0,7,7.52
1696,5c088d7e916c,19,23,9,10.05
1697,5c55a5e717d6,1,22,7,9.37
1698,5c55a5e717d6,2,21,6,9.48
1699,5c55a5e717d6,3,22,6,8.5
1700,5c55a5e717d6,4,4,10,6.22
1701,5c55a5e717d6,5,22,6,8.22
1702,5c55a5e717d6,6,21,7,10.37
1703,5c55a5e717d6,7,21,7,10.57
1704,5c55a5e717d6,8,22,7,9.03
1705,5c55a5e717d6,9,21,6,9.07
1706,5c55a5e717d6,10,22,7,9.3
1707,5c55a5e717d6,11,22,7,9.02
1708,5c55a5e717d6,12,22,6,8.32
1709,5c55a5e717d6,13,21,7,10.88
1710,5c55a5e717d6,14,21,6,9.37
1711,5c55a5e717d6,15,22,6,8.75
1712,5c55a5e717d6,16,22,7,9.68
1713,5c55a5e717d6,17,22,4,6.48
1714,5c55a5e717d6,18,22,7,9.08
1715,5c55a5e717d6,19,21,6,9.12
1716,5c55a5e717d6,20,21,7,10.5
1717,5c55a5e717d6,21,22,7,9.0
1718,5e816f11f5c3,1,1,10,9.32
1719,5e816f11f5c3,2,2,11,9.78
1720,5e816f11f5c3,7,22,6,8.8
1721,5f40907ec171,1,22,8,10.97
1722,5f40907ec171,2,0,8,8.12
1723,5f40907ec171,3,0,9,9.35
1724,5f40907ec171,4,0,9,9.3
1725,5f40907ec171,5,23,8,9.88
1726,5f40907ec171,6,23,9,10.12
1727,5f40907ec171,7,0,9,9.43
1728,5f40907ec171,11,2,6,4.15
1729,5f40907ec171,12,0,9,9.25
1730,5f40907ec171,13,0,11,11.55
1731,5f40907ec171,15,23,8,9.13
1732,5f40907ec171,16,0,9,9.35
1733,5f40907ec171,17,8,14,6.13
1734,5f40907ec171,18,0,8,8.28
1735,5f40907ec171,19,0,9,9.38
1736,5f40907ec171,20,23,8,9.7
1737,5f40907ec171,21,23,6,7.12
1738,5f76965e10cf,1,21,7,10.12
1739,5f76965e10cf,2,22,6,8.5
1740,5f76965e10cf,3,22,7,9.25
1741,5f76965e10cf,4,20,6,10.05
1742,5f76965e10cf,5,23,7,8.13
1743,5f76965e10cf,6,21,7,10.2
1744,5f76965e10cf,7,21,7,10.58
1745,5f76965e10cf,8,21,6,9.05
1746,5f76965e10cf,9,21,7,10.03
1747,5f76965e10cf,10,22,6,8.3
1748,5f76965e10cf,11,22,7,9.78
1749,5f76965e10cf,12,22,7,9.12
1750,5f76965e10cf,13,22,7,9.05
1751,5f76965e10cf,14,21,6,9.6
1752,5f76965e10cf,15,21,6,9.12
1753,5f76965e10cf,17,21,7,10.63
1754,5f76965e10cf,18,22,7,9.42
1755,5f76965e10cf,19,22,7,9.08
1756,5f76965e10cf,20,21,6,9.62
1757,5f76965e10cf,21,21,7,10.58
1758,5f76965e10cf,22,22,6,8.75
1759,5f94bb3e1bed,1,23,7,8.52
1760,5f94bb3e1bed,2,0,8,8.32
1761,5f94bb3e1bed,3,0,9,9.43
1762,5f94bb3e1bed,4,23,8,9.48
1763,5f94bb3e1bed,5,0,9,9.07
1764,5f94bb3e1bed,6,0,8,8.45
1765,5f94bb3e1bed,7,0,8,8.07
1766,5f94bb3e1bed,8,23,8,9.17
1767,5f94bb3e1bed,9,23,7,8.43
1768,5f94bb3e1bed,10,23,8,9.62
1769,5f94bb3e1bed,11,0,9,9.77
1770,5f94bb3e1bed,12,0,9,9.07
1771,5f94bb3e1bed,13,23,9,10.43
1772,5f94bb3e1bed,14,0,9,9.43
1773,5f94bb3e1bed,15,4,9,5.23
1774,5f94bb3e1bed,16,2,9,7.27
1775,5f94bb3e1bed,17,0,9,9.18
1776,5f94bb3e1bed,18,2,9,7.83
1777,5f94bb3e1bed,19,2,10,8.52
1778,5f94bb3e1bed,20,2,11,9.03
1779,5f94bb3e1bed,21,2,10,8.22
1780,5f94bb3e1bed,22,3,10,7.15
1781,5f94bb3e1bed,23,2,9,7.42
1782,5ffd5e1e81ac,1,19,7,12.15
1783,5ffd5e1e81ac,2,21,6,9.3
1784,5ffd5e1e81ac,3,22,6,8.68
1785,5ffd5e1e81ac,4,21,6,9.07
1786,5ffd5e1e81ac,5,22,7,9.12
1787,5ffd5e1e81ac,6,22,6,8.47
1788,5ffd5e1e81ac,7,22,3,5.25
1789,5ffd5e1e81ac,8,21,7,10.2
1790,5ffd5e1e81ac,9,22,6,8.18
1791,5ffd5e1e81ac,10,22,6,8.5
1792,5ffd5e1e81ac,11,21,6,9.25
1793,5ffd5e1e81ac,12,22,7,9.33
1794,5ffd5e1e81ac,13,21,7,10.77
1795,5ffd5e1e81ac,14,22,7,9.15
1796,5ffd5e1e81ac,15,22,7,9.4
1797,5ffd5e1e81ac,16,23,6,7.33
1798,5ffd5e1e81ac,17,22,8,10.07
1799,5ffd5e1e81ac,18,22,7,9.18
1800,5ffd5e1e81ac,20,22,7,9.05
1801,5ffd5e1e81ac,21,21,7,10.07
1802,5ffd5e1e81ac,22,22,7,9.03
1803,5ffd5e1e81ac,23,23,7,8.08
1804,5ffd5e1e81ac,24,21,8,11.63
1805,5ffd5e1e81ac,25,23,7,8.13
1806,5ffd5e1e81ac,27,22,7,9.23
1807,5ffd5e1e81ac,28,22,7,9.68
1808,5ffd5e1e81ac,29,22,6,8.23
1809,5ffd5e1e81ac,30,22,7,9.48
1810,5ffd5e1e81ac,31,23,8,9.33
1811,5ffd5e1e81ac,32,21,7,10.97
1812,5ffd5e1e81ac,33,0,7,7.58
1813,5ffd5e1e81ac,34,19,8,13.02
1814,601559e1777d,1,21,6,9.7
1815,601559e1777d,2,23,6,7.15
1816,601559e1777d,3,23,5,6.37
1817,601559e1777d,4,21,6,9.28
1818,601559e1777d,5,20,7,11.15
1819,601559e1777d,6,22,7,9.3
1820,601559e1777d,8,22,8,10.05
1821,601559e1777d,9,21,8,11.27
1822,601559e1777d,10,21,7,10.15
1823,601559e1777d,11,20,7,11.63
1824,601559e1777d,12,23,7,8.08
1825,601559e1777d,13,21,7,10.32
1826,601559e1777d,14,22,7,9.65
1827,601559e1777d,15,20,5,9.18
1828,601559e1777d,16,20,7,11.0
1829,601559e1777d,17,21,6,9.13
1830,601559e1777d,18,20,7,11.13
1831,601559e1777d,19,21,6,9.77
1832,601559e1777d,20,22,5,7.8
1833,601559e1777d,21,20,7,11.43
1834,601559e1777d,22,22,7,9.38
1835,601559e1777d,23,22,8,10.73
1836,601559e1777d,24,23,7,8.1
1837,601559e1777d,25,22,7,9.18
1838,601559e1777d,26,23,8,9.98
1839,601559e1777d,27,21,7,10.02
1840,601559e1777d,28,20,8,12.48
1841,601559e1777d,29,20,6,10.07
1842,601559e1777d,30,21,7,10.12
1843,601559e1777d,31,20,6,10.25
1844,601559e1777d,32,22,9,11.12
1845,60d31b0bec3b,2,22,4,6.33
1846,60d31b0bec3b,3,22,6,8.07
1847,60d31b0bec3b,5,0,6,6.08
1848,60d31b0bec3b,6,0,6,6.68
1849,60d31b0bec3b,7,22,8,10.2
1850,60d31b0bec3b,8,23,8,9.98
1851,60d31b0bec3b,9,0,6,6.63
1852,60d31b0bec3b,10,23,7,8.12
1853,60d31b0bec3b,11,0,9,9.47
1854,60d31b0bec3b,13,23,8,9.1
1855,60d31b0bec3b,15,22,6,8.27
1856,60d31b0bec3b,16,0,8,8.5
1857,60e51cad2ffb,1,22,7,9.85
1858,60e51cad2ffb,2,22,7,9.65
1859,60e51cad2ffb,4,23,7,8.43
1860,612aa8ba44e2,1,1,12,11.72
1861,612aa8ba44e2,3,23,9,10.28
1862,612aa8ba44e2,5,23,9,10.78
1863,612aa8ba44e2,6,0,10,10.43
1864,612aa8ba44e2,7,0,9,9.65
1865,612aa8ba44e2,8,23,4,5.25
1866,612aa8ba44e2,9,23,10,11.0
1867,612aa8ba44e2,10,1,10,9.38
1868,612aa8ba44e2,11,1,11,10.18
1869,612aa8ba44e2,12,0,7,7.5
1870,612aa8ba44e2,13,1,9,8.2
1871,612aa8ba44e2,14,2,11,9.02
1872,653622ac8363,1,22,6,8.05
1873,653622ac8363,2,4,9,5.5
1874,653622ac8363,3,3,10,7.62
1875,653622ac8363,4,4,12,8.12
1876,653622ac8363,5,22,5,7.25
1877,653622ac8363,6,21,6,9.55
1878,653622ac8363,7,21,4,7.45
1879,653622ac8363,9,21,6,9.52
1880,653622ac8363,10,3,11,8.7
1881,653622ac8363,11,3,11,8.03
1882,653622ac8363,12,0,5,5.43
1883,653622ac8363,13,0,6,6.58
1884,653622ac8363,14,21,6,9.4
1885,653622ac8363,15,20,5,9.23
1886,653622ac8363,16,22,5,7.32
1887,653622ac8363,17,0,7,7.37
1888,653622ac8363,18,23,10,11.3
1889,653622ac8363,19,23,5,6.42
1890,653622ac8363,20,21,5,8.07
1891,653622ac8363,21,22,5,7.35
1892,653622ac8363,22,21,5,8.2
1893,653622ac8363,23,21,5,8.43
1894,653622ac8363,24,22,8,10.22
1895,653622ac8363,25,23,9,10.07
1896,653622ac8363,26,2,11,9.52
1897,653622ac8363,27,2,11,9.27
1898,653622ac8363,28,0,10,10.47
1899,653622ac8363,29,0,12,12.27
1900,653622ac8363,30,3,11,8.18
1901,653622ac8363,31,3,10,7.57
1902,653622ac8363,32,5,8,3.73
1903,653622ac8363,33,21,5,8.02
1904,655f19eabf1e,1,22,6,8.67
1905,655f19eabf1e,2,0,6,6.73
1906,655f19eabf1e,3,1,6,5.38
1907,655f19eabf1e,4,21,6,9.53
1908,655f19eabf1e,5,21,6,9.03
1909,655f19eabf1e,6,23,7,8.18
1910,655f19eabf1e,7,22,7,9.75
1911,655f19eabf1e,8,23,7,8.13
1912,655f19eabf1e,9,22,6,8.07
1913,655f19eabf1e,10,22,10,12.57
1914,655f19eabf1e,11,20,7,11.65
1915,655f19eabf1e,12,22,6,8.17
1916,655f19eabf1e,13,22,7,9.57
1917,655f19eabf1e,14,22,7,9.23
1918,655f19eabf1e,15,22,6,8.62
1919,655f19eabf1e,16,23,7,8.48
1920,655f19eabf1e,17,23,7,8.48
1921,655f19eabf1e,18,21,7,10.37
1922,655f19eabf1e,19,22,7,9.48
1923,655f19eabf1e,20,21,6,9.57
1924,655f19eabf1e,21,22,7,9.43
1925,655f19eabf1e,22,23,7,8.38
1926,67f5fc60e494,1,21,7,10.25
1927,67f5fc60e494,2,21,7,10.43
1928,67f5fc60e494,3,22,7,9.02
1929,67f5fc60e494,4,22,8,10.32
1930,67f5fc60e494,5,21,8,11.35
1931,67f5fc60e494,6,21,6,9.1
1932,67f5fc60e494,7,21,6,9.75
1933,67f5fc60e494,8,20,7,11.22
1934,67f5fc60e494,9,20,6,10.07
1935,67f5fc60e494,10,21,6,9.35
1936,67f5fc60e494,11,21,7,10.1
1937,67f5fc60e494,12,20,7,11.18
1938,67f5fc60e494,13,20,7,11.32
1939,67f5fc60e494,14,21,7,10.3
1940,67f5fc60e494,15,21,8,11.12
1941,67f5fc60e494,16,21,7,10.03
1942,67f5fc60e494,17,22,7,9.57
1943,67f5fc60e494,18,20,7,11.08
1944,67f5fc60e494,19,21,8,11.05
1945,67f5fc60e494,20,21,7,10.5
1946,67f5fc60e494,21,21,6,9.67
1947,67f5fc60e494,22,21,6,9.25
1948,694faf956ebf,1,21,6,9.25
1949,694faf956ebf,2,23,8,9.37
